ano,mes,data,regiao,uf,cidade,tipo_acidente,periodo_dia,acidentes,feridos,mortes,chuva_mm,visibilidade,veiculos_envolvidos,nivel_gravidade
2022,6,2022-06-01,Sul,PR,Curitiba,Colisão,Noite,20,11,1,35.6,Moderada,40,Moderado
2022,6,2022-06-01,Sul,PR,Londrina,Colisão,Noite,29,14,1,31.3,Muito ruim,36,Crítico
2022,6,2022-06-01,Sul,SC,Florianópolis,Capotamento,Madrugada,18,24,2,19.0,Boa,29,Grave
2022,6,2022-06-01,Sul,SC,Joinville,Atropelamento,Manhã,21,16,2,40.5,Muito ruim,27,Grave
2022,6,2022-06-01,Sul,RS,Porto Alegre,Colisão,Noite,28,11,0,72.7,Moderada,36,Crítico
2022,6,2022-06-01,Sul,RS,Caxias do Sul,Capotamento,Madrugada,21,19,2,15.9,Ruim,25,Moderado
2022,7,2022-07-01,Norte,AM,Manaus,Saída de pista,Noite,13,14,0,16.9,Moderada,52,Leve
2022,7,2022-07-01,Norte,PA,Belém,Colisão,Manhã,11,7,1,11.4,Moderada,41,Moderado
2022,7,2022-07-01,Norte,PA,Santarém,Saída de pista,Madrugada,26,13,2,18.0,Boa,35,Crítico
2022,7,2022-07-01,Norte,RO,Porto Velho,Atropelamento,Tarde,11,5,0,7.9,Muito ruim,33,Grave
2022,7,2022-07-01,Norte,TO,Palmas,Colisão,Tarde,23,13,0,25.7,Muito ruim,39,Moderado
2022,7,2022-07-01,Nordeste,BA,Salvador,Atropelamento,Madrugada,23,17,2,54.7,Boa,27,Moderado
2022,7,2022-07-01,Nordeste,BA,Feira de Santana,Colisão,Tarde,23,11,1,39.0,Muito ruim,33,Crítico
2022,7,2022-07-01,Nordeste,PE,Recife,Colisão,Noite,15,16,1,29.8,Moderada,24,Moderado
2022,7,2022-07-01,Nordeste,PE,Jaboatão dos Guararapes,Colisão,Tarde,23,13,3,43.9,Boa,37,Grave
2022,7,2022-07-01,Nordeste,CE,Fortaleza,Colisão,Manhã,20,13,0,10.0,Muito ruim,31,Moderado
2022,7,2022-07-01,Nordeste,CE,Juazeiro do Norte,Saída de pista,Tarde,18,14,3,100.4,Boa,37,Leve
2022,7,2022-07-01,Nordeste,MA,São Luís,Capotamento,Tarde,18,15,1,27.7,Moderada,37,Grave
2022,7,2022-07-01,Nordeste,PB,João Pessoa,Capotamento,Noite,11,5,1,58.0,Boa,32,Leve
2022,7,2022-07-01,Centro-Oeste,DF,Brasília,Atropelamento,Tarde,21,14,2,5.7,Muito ruim,33,Leve
2022,7,2022-07-01,Centro-Oeste,GO,Goiânia,Colisão,Madrugada,19,16,1,87.8,Moderada,32,Crítico
2022,7,2022-07-01,Centro-Oeste,GO,Aparecida de Goiânia,Saída de pista,Madrugada,13,10,2,50.6,Boa,38,Grave
2022,7,2022-07-01,Centro-Oeste,MT,Cuiabá,Atropelamento,Manhã,22,16,2,24.0,Boa,34,Grave
2022,7,2022-07-01,Centro-Oeste,MS,Campo Grande,Colisão,Tarde,17,11,0,37.6,Muito ruim,29,Leve
2022,7,2022-07-01,Sudeste,SP,São Paulo,Atropelamento,Manhã,18,10,0,24.3,Ruim,35,Leve
2022,7,2022-07-01,Sudeste,SP,Campinas,Atropelamento,Tarde,24,12,1,12.1,Boa,38,Grave
2022,7,2022-07-01,Sudeste,SP,Ribeirão Preto,Saída de pista,Tarde,13,15,1,22.6,Boa,41,Moderado
2022,7,2022-07-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Madrugada,29,12,0,17.9,Boa,38,Grave
2022,7,2022-07-01,Sudeste,RJ,Niterói,Atropelamento,Madrugada,17,14,0,54.7,Ruim,31,Grave
2022,7,2022-07-01,Sudeste,RJ,Nova Iguaçu,Colisão,Tarde,23,11,0,6.6,Ruim,31,Moderado
2022,7,2022-07-01,Sudeste,RJ,Petrópolis,Atropelamento,Noite,16,19,4,55.3,Moderada,42,Crítico
2022,7,2022-07-01,Sudeste,MG,Belo Horizonte,Colisão,Tarde,20,11,1,18.1,Muito ruim,33,Leve
2022,7,2022-07-01,Sudeste,MG,Uberlândia,Colisão,Tarde,26,7,3,42.6,Ruim,30,Leve
2022,7,2022-07-01,Sudeste,MG,Juiz de Fora,Colisão,Madrugada,13,14,0,34.6,Muito ruim,24,Grave
2022,7,2022-07-01,Sudeste,ES,Vitória,Atropelamento,Noite,22,9,0,15.7,Muito ruim,40,Moderado
2022,7,2022-07-01,Sudeste,ES,Vila Velha,Atropelamento,Noite,22,9,1,31.5,Ruim,35,Moderado
2022,7,2022-07-01,Sudeste,ES,Serra,Capotamento,Manhã,22,10,0,25.1,Ruim,44,Crítico
2022,7,2022-07-01,Sul,PR,Curitiba,Capotamento,Madrugada,18,9,3,28.1,Ruim,42,Crítico
2022,7,2022-07-01,Sul,PR,Londrina,Colisão,Noite,12,17,0,78.0,Ruim,37,Leve
2022,7,2022-07-01,Sul,SC,Florianópolis,Saída de pista,Tarde,23,11,1,9.7,Moderada,34,Moderado
2022,7,2022-07-01,Sul,SC,Joinville,Capotamento,Manhã,20,10,1,60.1,Muito ruim,39,Moderado
2022,7,2022-07-01,Sul,RS,Porto Alegre,Atropelamento,Manhã,26,13,1,35.2,Ruim,31,Crítico
2022,7,2022-07-01,Sul,RS,Caxias do Sul,Saída de pista,Tarde,22,16,1,26.8,Ruim,30,Grave
2022,8,2022-08-01,Norte,AM,Manaus,Atropelamento,Madrugada,21,12,2,15.1,Ruim,36,Grave
2022,8,2022-08-01,Norte,PA,Belém,Saída de pista,Noite,14,8,1,43.5,Moderada,42,Grave
2022,8,2022-08-01,Norte,PA,Santarém,Atropelamento,Noite,26,13,2,16.4,Ruim,30,Crítico
2022,8,2022-08-01,Norte,RO,Porto Velho,Saída de pista,Manhã,17,9,4,6.1,Boa,36,Crítico
2022,8,2022-08-01,Norte,TO,Palmas,Atropelamento,Manhã,15,13,0,14.8,Muito ruim,26,Grave
2022,8,2022-08-01,Nordeste,BA,Salvador,Atropelamento,Noite,22,6,0,16.7,Moderada,25,Crítico
2022,8,2022-08-01,Nordeste,BA,Feira de Santana,Colisão,Tarde,20,14,1,86.3,Ruim,40,Grave
2022,8,2022-08-01,Nordeste,PE,Recife,Atropelamento,Manhã,14,11,0,10.3,Boa,30,Grave
2022,8,2022-08-01,Nordeste,PE,Jaboatão dos Guararapes,Colisão,Manhã,22,17,0,7.6,Moderada,40,Crítico
2022,8,2022-08-01,Nordeste,CE,Fortaleza,Saída de pista,Madrugada,20,6,2,30.2,Muito ruim,34,Grave
2022,8,2022-08-01,Nordeste,CE,Juazeiro do Norte,Capotamento,Madrugada,20,13,0,12.3,Ruim,40,Moderado
2022,8,2022-08-01,Nordeste,MA,São Luís,Capotamento,Noite,22,10,0,12.7,Muito ruim,35,Grave
2022,8,2022-08-01,Nordeste,PB,João Pessoa,Saída de pista,Noite,18,11,1,23.7,Moderada,36,Leve
2022,8,2022-08-01,Centro-Oeste,DF,Brasília,Colisão,Manhã,17,13,1,32.9,Muito ruim,37,Grave
2022,8,2022-08-01,Centro-Oeste,GO,Goiânia,Saída de pista,Madrugada,22,12,0,13.8,Boa,35,Grave
2022,8,2022-08-01,Centro-Oeste,GO,Aparecida de Goiânia,Colisão,Noite,19,10,0,8.5,Boa,20,Moderado
2022,8,2022-08-01,Centro-Oeste,MT,Cuiabá,Atropelamento,Madrugada,26,9,1,33.8,Boa,32,Moderado
2022,8,2022-08-01,Centro-Oeste,MS,Campo Grande,Saída de pista,Noite,18,8,2,45.6,Ruim,29,Leve
2022,8,2022-08-01,Sudeste,SP,São Paulo,Capotamento,Tarde,30,8,1,4.0,Moderada,40,Moderado
2022,8,2022-08-01,Sudeste,SP,Campinas,Saída de pista,Manhã,31,13,1,26.9,Boa,39,Grave
2022,8,2022-08-01,Sudeste,SP,Ribeirão Preto,Colisão,Madrugada,19,11,2,36.5,Moderada,30,Leve
2022,8,2022-08-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Manhã,29,12,0,14.5,Ruim,36,Grave
2022,8,2022-08-01,Sudeste,RJ,Niterói,Colisão,Tarde,17,13,2,10.4,Muito ruim,41,Crítico
2022,8,2022-08-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Tarde,29,8,1,8.5,Boa,33,Leve
2022,8,2022-08-01,Sudeste,RJ,Petrópolis,Saída de pista,Tarde,24,9,1,17.2,Boa,27,Grave
2022,8,2022-08-01,Sudeste,MG,Belo Horizonte,Atropelamento,Noite,23,7,0,30.6,Boa,31,Moderado
2022,8,2022-08-01,Sudeste,MG,Uberlândia,Saída de pista,Noite,17,10,0,49.7,Muito ruim,28,Moderado
2022,8,2022-08-01,Sudeste,MG,Juiz de Fora,Atropelamento,Tarde,18,12,0,37.1,Boa,31,Grave
2022,8,2022-08-01,Sudeste,ES,Vitória,Atropelamento,Tarde,25,16,1,39.0,Muito ruim,37,Leve
2022,8,2022-08-01,Sudeste,ES,Vila Velha,Saída de pista,Tarde,22,14,1,12.8,Boa,38,Crítico
2022,8,2022-08-01,Sudeste,ES,Serra,Saída de pista,Noite,16,11,0,22.6,Boa,35,Leve
2022,8,2022-08-01,Sul,PR,Curitiba,Saída de pista,Noite,25,9,0,18.5,Moderada,46,Leve
2022,8,2022-08-01,Sul,PR,Londrina,Capotamento,Madrugada,13,14,0,13.1,Boa,42,Leve
2022,8,2022-08-01,Sul,SC,Florianópolis,Colisão,Tarde,18,14,1,26.9,Muito ruim,45,Grave
2022,8,2022-08-01,Sul,SC,Joinville,Colisão,Madrugada,22,17,2,30.8,Ruim,35,Moderado
2022,8,2022-08-01,Sul,RS,Porto Alegre,Capotamento,Noite,22,14,1,33.9,Ruim,39,Leve
2022,8,2022-08-01,Sul,RS,Caxias do Sul,Saída de pista,Noite,23,11,1,11.5,Boa,39,Grave
2022,9,2022-09-01,Norte,AM,Manaus,Saída de pista,Noite,21,15,1,36.3,Boa,37,Moderado
2022,9,2022-09-01,Norte,PA,Belém,Colisão,Noite,21,15,0,5.6,Muito ruim,46,Moderado
2022,9,2022-09-01,Norte,PA,Santarém,Colisão,Madrugada,18,9,1,63.3,Ruim,34,Moderado
2022,9,2022-09-01,Norte,RO,Porto Velho,Colisão,Manhã,17,8,2,35.6,Muito ruim,37,Grave
2022,9,2022-09-01,Norte,TO,Palmas,Atropelamento,Tarde,15,14,0,42.7,Ruim,33,Grave
2022,9,2022-09-01,Nordeste,BA,Salvador,Saída de pista,Manhã,20,16,0,17.1,Boa,28,Crítico
2022,9,2022-09-01,Nordeste,BA,Feira de Santana,Capotamento,Tarde,20,12,0,0.9,Boa,38,Crítico
2022,9,2022-09-01,Nordeste,PE,Recife,Colisão,Madrugada,19,13,0,11.7,Moderada,36,Crítico
2022,9,2022-09-01,Nordeste,PE,Jaboatão dos Guararapes,Capotamento,Manhã,25,13,1,33.6,Moderada,40,Crítico
2022,9,2022-09-01,Nordeste,CE,Fortaleza,Saída de pista,Noite,20,8,2,13.2,Boa,37,Leve
2022,9,2022-09-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Madrugada,13,13,0,17.3,Muito ruim,31,Leve
2022,9,2022-09-01,Nordeste,MA,São Luís,Capotamento,Madrugada,16,16,0,26.5,Ruim,32,Grave
2022,9,2022-09-01,Nordeste,PB,João Pessoa,Capotamento,Manhã,25,8,3,60.9,Moderada,33,Moderado
2022,9,2022-09-01,Centro-Oeste,DF,Brasília,Atropelamento,Manhã,18,10,1,26.1,Ruim,39,Crítico
2022,9,2022-09-01,Centro-Oeste,GO,Goiânia,Colisão,Tarde,19,10,3,14.9,Moderada,35,Moderado
2022,9,2022-09-01,Centro-Oeste,GO,Aparecida de Goiânia,Saída de pista,Tarde,19,10,1,44.1,Ruim,28,Moderado
2022,9,2022-09-01,Centro-Oeste,MT,Cuiabá,Colisão,Manhã,15,9,0,17.2,Moderada,36,Leve
2022,9,2022-09-01,Centro-Oeste,MS,Campo Grande,Atropelamento,Manhã,14,8,0,50.3,Moderada,38,Moderado
2022,9,2022-09-01,Sudeste,SP,São Paulo,Capotamento,Tarde,15,17,0,8.2,Ruim,38,Crítico
2022,9,2022-09-01,Sudeste,SP,Campinas,Colisão,Madrugada,20,7,0,17.8,Moderada,28,Leve
2022,9,2022-09-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Noite,18,19,0,33.8,Moderada,33,Crítico
2022,9,2022-09-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Tarde,23,12,1,57.2,Ruim,37,Grave
2022,9,2022-09-01,Sudeste,RJ,Niterói,Saída de pista,Tarde,27,11,2,15.6,Moderada,33,Crítico
2022,9,2022-09-01,Sudeste,RJ,Nova Iguaçu,Colisão,Noite,21,12,2,27.0,Moderada,40,Grave
2022,9,2022-09-01,Sudeste,RJ,Petrópolis,Capotamento,Madrugada,22,11,3,21.4,Muito ruim,32,Leve
2022,9,2022-09-01,Sudeste,MG,Belo Horizonte,Colisão,Manhã,15,14,2,26.1,Boa,26,Grave
2022,9,2022-09-01,Sudeste,MG,Uberlândia,Atropelamento,Noite,16,12,1,57.3,Boa,28,Moderado
2022,9,2022-09-01,Sudeste,MG,Juiz de Fora,Saída de pista,Noite,23,7,1,12.3,Ruim,42,Moderado
2022,9,2022-09-01,Sudeste,ES,Vitória,Capotamento,Madrugada,24,9,1,12.1,Ruim,27,Grave
2022,9,2022-09-01,Sudeste,ES,Vila Velha,Capotamento,Madrugada,24,12,3,30.9,Ruim,31,Grave
2022,9,2022-09-01,Sudeste,ES,Serra,Capotamento,Noite,15,14,2,8.8,Moderada,37,Crítico
2022,9,2022-09-01,Sul,PR,Curitiba,Capotamento,Madrugada,18,8,1,3.9,Ruim,34,Grave
2022,9,2022-09-01,Sul,PR,Londrina,Colisão,Noite,16,6,2,59.8,Ruim,36,Moderado
2022,9,2022-09-01,Sul,SC,Florianópolis,Saída de pista,Manhã,16,14,1,62.0,Muito ruim,33,Crítico
2022,9,2022-09-01,Sul,SC,Joinville,Saída de pista,Manhã,23,14,2,35.0,Ruim,32,Crítico
2022,9,2022-09-01,Sul,RS,Porto Alegre,Atropelamento,Madrugada,19,11,3,33.6,Muito ruim,39,Grave
2022,9,2022-09-01,Sul,RS,Caxias do Sul,Colisão,Tarde,18,14,1,1.6,Boa,32,Grave
2022,10,2022-10-01,Norte,AM,Manaus,Saída de pista,Manhã,22,12,2,9.1,Boa,27,Leve
2022,10,2022-10-01,Norte,PA,Belém,Colisão,Noite,23,12,1,30.2,Moderada,37,Moderado
2022,10,2022-10-01,Norte,PA,Santarém,Atropelamento,Manhã,19,16,1,23.8,Muito ruim,26,Crítico
2022,10,2022-10-01,Norte,RO,Porto Velho,Atropelamento,Noite,22,15,0,34.2,Muito ruim,34,Leve
2022,10,2022-10-01,Norte,TO,Palmas,Atropelamento,Tarde,21,13,0,17.9,Ruim,39,Leve
2022,10,2022-10-01,Nordeste,BA,Salvador,Capotamento,Tarde,13,8,1,8.2,Moderada,31,Leve
2022,10,2022-10-01,Nordeste,BA,Feira de Santana,Colisão,Madrugada,24,10,2,21.5,Moderada,26,Crítico
2022,10,2022-10-01,Nordeste,PE,Recife,Atropelamento,Tarde,19,18,1,15.1,Moderada,36,Grave
2022,10,2022-10-01,Nordeste,PE,Jaboatão dos Guararapes,Capotamento,Noite,19,7,1,66.2,Muito ruim,36,Crítico
2022,10,2022-10-01,Nordeste,CE,Fortaleza,Atropelamento,Noite,29,12,1,32.7,Moderada,41,Moderado
2022,10,2022-10-01,Nordeste,CE,Juazeiro do Norte,Saída de pista,Manhã,22,12,2,32.0,Boa,32,Grave
2022,10,2022-10-01,Nordeste,MA,São Luís,Colisão,Manhã,10,14,1,14.4,Moderada,26,Grave
2022,10,2022-10-01,Nordeste,PB,João Pessoa,Capotamento,Noite,21,19,2,15.7,Boa,37,Moderado
2022,10,2022-10-01,Centro-Oeste,DF,Brasília,Saída de pista,Madrugada,26,12,0,34.2,Muito ruim,33,Moderado
2022,10,2022-10-01,Centro-Oeste,GO,Goiânia,Saída de pista,Noite,19,12,0,24.0,Muito ruim,41,Crítico
2022,10,2022-10-01,Centro-Oeste,GO,Aparecida de Goiânia,Saída de pista,Tarde,21,19,1,7.5,Muito ruim,32,Moderado
2022,10,2022-10-01,Centro-Oeste,MT,Cuiabá,Capotamento,Noite,26,9,0,17.3,Muito ruim,27,Leve
2022,10,2022-10-01,Centro-Oeste,MS,Campo Grande,Capotamento,Tarde,23,15,2,19.2,Muito ruim,35,Crítico
2022,10,2022-10-01,Sudeste,SP,São Paulo,Capotamento,Madrugada,13,10,1,38.8,Ruim,28,Moderado
2022,10,2022-10-01,Sudeste,SP,Campinas,Colisão,Manhã,22,10,1,10.7,Moderada,28,Grave
2022,10,2022-10-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Noite,19,13,1,3.9,Muito ruim,45,Crítico
2022,10,2022-10-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Noite,19,17,0,12.4,Moderada,36,Grave
2022,10,2022-10-01,Sudeste,RJ,Niterói,Atropelamento,Noite,20,14,1,12.7,Muito ruim,50,Grave
2022,10,2022-10-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Noite,26,10,0,10.6,Boa,29,Grave
2022,10,2022-10-01,Sudeste,RJ,Petrópolis,Saída de pista,Manhã,18,15,2,14.9,Moderada,32,Moderado
2022,10,2022-10-01,Sudeste,MG,Belo Horizonte,Saída de pista,Tarde,20,14,0,42.5,Ruim,37,Moderado
2022,10,2022-10-01,Sudeste,MG,Uberlândia,Atropelamento,Tarde,13,13,2,29.7,Muito ruim,37,Crítico
2022,10,2022-10-01,Sudeste,MG,Juiz de Fora,Saída de pista,Manhã,26,21,3,16.6,Muito ruim,36,Moderado
2022,10,2022-10-01,Sudeste,ES,Vitória,Atropelamento,Madrugada,20,10,0,59.5,Boa,33,Leve
2022,10,2022-10-01,Sudeste,ES,Vila Velha,Capotamento,Tarde,20,9,1,41.1,Moderada,28,Crítico
2022,10,2022-10-01,Sudeste,ES,Serra,Saída de pista,Noite,17,11,0,82.4,Muito ruim,29,Grave
2022,10,2022-10-01,Sul,PR,Curitiba,Saída de pista,Noite,23,13,0,69.4,Boa,41,Leve
2022,10,2022-10-01,Sul,PR,Londrina,Capotamento,Noite,14,16,1,18.2,Boa,41,Grave
2022,10,2022-10-01,Sul,SC,Florianópolis,Colisão,Tarde,17,15,0,5.9,Ruim,34,Grave
2022,10,2022-10-01,Sul,SC,Joinville,Atropelamento,Noite,25,18,3,15.1,Moderada,28,Leve
2022,10,2022-10-01,Sul,RS,Porto Alegre,Colisão,Madrugada,21,12,2,41.7,Ruim,35,Grave
2022,10,2022-10-01,Sul,RS,Caxias do Sul,Saída de pista,Madrugada,14,5,4,28.6,Moderada,41,Leve
2022,11,2022-11-01,Norte,AM,Manaus,Colisão,Madrugada,11,14,0,40.3,Boa,33,Grave
2022,11,2022-11-01,Norte,PA,Belém,Colisão,Noite,16,14,0,11.6,Ruim,25,Leve
2022,11,2022-11-01,Norte,PA,Santarém,Colisão,Tarde,20,5,3,17.8,Moderada,30,Grave
2022,11,2022-11-01,Norte,RO,Porto Velho,Saída de pista,Tarde,27,15,1,30.4,Muito ruim,39,Crítico
2022,11,2022-11-01,Norte,TO,Palmas,Atropelamento,Manhã,19,17,2,66.0,Muito ruim,33,Crítico
2022,11,2022-11-01,Nordeste,BA,Salvador,Capotamento,Madrugada,21,12,0,60.9,Moderada,32,Grave
2022,11,2022-11-01,Nordeste,BA,Feira de Santana,Saída de pista,Manhã,23,6,1,26.7,Moderada,45,Leve
2022,11,2022-11-01,Nordeste,PE,Recife,Capotamento,Manhã,10,7,1,52.8,Muito ruim,31,Grave
2022,11,2022-11-01,Nordeste,PE,Jaboatão dos Guararapes,Atropelamento,Noite,17,10,1,25.7,Boa,39,Crítico
2022,11,2022-11-01,Nordeste,CE,Fortaleza,Capotamento,Tarde,23,12,3,33.4,Boa,34,Leve
2022,11,2022-11-01,Nordeste,CE,Juazeiro do Norte,Colisão,Madrugada,10,12,2,5.6,Moderada,40,Crítico
2022,11,2022-11-01,Nordeste,MA,São Luís,Colisão,Noite,20,14,3,3.9,Moderada,40,Leve
2022,11,2022-11-01,Nordeste,PB,João Pessoa,Atropelamento,Manhã,23,18,1,43.4,Boa,34,Moderado
2022,11,2022-11-01,Centro-Oeste,DF,Brasília,Capotamento,Tarde,20,17,2,82.6,Boa,38,Crítico
2022,11,2022-11-01,Centro-Oeste,GO,Goiânia,Atropelamento,Madrugada,24,9,2,43.5,Moderada,32,Grave
2022,11,2022-11-01,Centro-Oeste,GO,Aparecida de Goiânia,Atropelamento,Noite,27,12,1,21.8,Boa,51,Crítico
2022,11,2022-11-01,Centro-Oeste,MT,Cuiabá,Colisão,Noite,18,11,0,13.8,Muito ruim,35,Grave
2022,11,2022-11-01,Centro-Oeste,MS,Campo Grande,Colisão,Noite,23,14,0,74.8,Ruim,46,Crítico
2022,11,2022-11-01,Sudeste,SP,São Paulo,Saída de pista,Noite,21,14,0,1.1,Boa,30,Leve
2022,11,2022-11-01,Sudeste,SP,Campinas,Colisão,Manhã,23,10,2,13.0,Muito ruim,58,Grave
2022,11,2022-11-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Manhã,16,12,1,66.0,Boa,37,Crítico
2022,11,2022-11-01,Sudeste,RJ,Rio de Janeiro,Colisão,Tarde,18,10,1,30.1,Ruim,30,Crítico
2022,11,2022-11-01,Sudeste,RJ,Niterói,Saída de pista,Tarde,19,12,3,2.3,Moderada,38,Moderado
2022,11,2022-11-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Madrugada,19,11,0,48.0,Ruim,35,Moderado
2022,11,2022-11-01,Sudeste,RJ,Petrópolis,Capotamento,Manhã,23,10,1,7.2,Moderada,32,Grave
2022,11,2022-11-01,Sudeste,MG,Belo Horizonte,Colisão,Tarde,20,9,3,75.5,Boa,31,Moderado
2022,11,2022-11-01,Sudeste,MG,Uberlândia,Capotamento,Manhã,29,9,1,31.1,Muito ruim,33,Leve
2022,11,2022-11-01,Sudeste,MG,Juiz de Fora,Atropelamento,Noite,8,14,0,8.6,Boa,42,Moderado
2022,11,2022-11-01,Sudeste,ES,Vitória,Capotamento,Manhã,24,11,0,8.1,Boa,40,Grave
2022,11,2022-11-01,Sudeste,ES,Vila Velha,Saída de pista,Noite,20,9,0,8.7,Boa,25,Crítico
2022,11,2022-11-01,Sudeste,ES,Serra,Atropelamento,Noite,18,11,2,10.8,Moderada,24,Grave
2022,11,2022-11-01,Sul,PR,Curitiba,Atropelamento,Tarde,16,16,0,22.6,Moderada,32,Moderado
2022,11,2022-11-01,Sul,PR,Londrina,Capotamento,Madrugada,26,10,1,23.2,Moderada,39,Moderado
2022,11,2022-11-01,Sul,SC,Florianópolis,Saída de pista,Manhã,23,14,3,5.6,Muito ruim,36,Leve
2022,11,2022-11-01,Sul,SC,Joinville,Capotamento,Manhã,15,15,3,13.5,Moderada,33,Moderado
2022,11,2022-11-01,Sul,RS,Porto Alegre,Atropelamento,Tarde,25,8,1,30.7,Muito ruim,34,Leve
2022,11,2022-11-01,Sul,RS,Caxias do Sul,Saída de pista,Tarde,18,8,1,31.5,Moderada,45,Crítico
2022,12,2022-12-01,Norte,AM,Manaus,Colisão,Noite,22,17,1,32.6,Moderada,45,Leve
2022,12,2022-12-01,Norte,PA,Belém,Colisão,Noite,27,11,0,60.8,Ruim,42,Moderado
2022,12,2022-12-01,Norte,PA,Santarém,Capotamento,Manhã,24,14,0,39.9,Boa,31,Moderado
2022,12,2022-12-01,Norte,RO,Porto Velho,Colisão,Manhã,17,9,1,30.9,Ruim,35,Crítico
2022,12,2022-12-01,Norte,TO,Palmas,Colisão,Madrugada,16,15,0,29.2,Muito ruim,37,Crítico
2022,12,2022-12-01,Nordeste,BA,Salvador,Colisão,Tarde,29,17,0,16.2,Ruim,35,Moderado
2022,12,2022-12-01,Nordeste,BA,Feira de Santana,Saída de pista,Tarde,27,11,0,67.2,Ruim,33,Leve
2022,12,2022-12-01,Nordeste,PE,Recife,Colisão,Manhã,15,10,1,31.7,Ruim,34,Moderado
2022,12,2022-12-01,Nordeste,PE,Jaboatão dos Guararapes,Saída de pista,Madrugada,9,16,0,27.3,Muito ruim,31,Leve
2022,12,2022-12-01,Nordeste,CE,Fortaleza,Colisão,Manhã,9,10,1,28.0,Muito ruim,31,Crítico
2022,12,2022-12-01,Nordeste,CE,Juazeiro do Norte,Atropelamento,Tarde,21,22,0,9.2,Muito ruim,33,Leve
2022,12,2022-12-01,Nordeste,MA,São Luís,Capotamento,Tarde,21,12,0,41.4,Ruim,38,Grave
2022,12,2022-12-01,Nordeste,PB,João Pessoa,Capotamento,Tarde,10,13,0,46.2,Muito ruim,43,Leve
2022,12,2022-12-01,Centro-Oeste,DF,Brasília,Saída de pista,Noite,18,16,0,103.0,Ruim,36,Leve
2022,12,2022-12-01,Centro-Oeste,GO,Goiânia,Saída de pista,Madrugada,15,14,0,66.1,Boa,34,Leve
2022,12,2022-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Colisão,Manhã,19,9,2,31.4,Ruim,39,Moderado
2022,12,2022-12-01,Centro-Oeste,MT,Cuiabá,Capotamento,Madrugada,20,10,1,30.3,Ruim,37,Grave
2022,12,2022-12-01,Centro-Oeste,MS,Campo Grande,Atropelamento,Noite,20,12,0,49.9,Muito ruim,34,Leve
2022,12,2022-12-01,Sudeste,SP,São Paulo,Capotamento,Tarde,29,17,0,39.7,Moderada,35,Leve
2022,12,2022-12-01,Sudeste,SP,Campinas,Capotamento,Tarde,25,12,2,18.1,Muito ruim,32,Crítico
2022,12,2022-12-01,Sudeste,SP,Ribeirão Preto,Capotamento,Madrugada,18,11,5,40.4,Muito ruim,30,Crítico
2022,12,2022-12-01,Sudeste,RJ,Rio de Janeiro,Saída de pista,Tarde,19,10,0,52.3,Boa,25,Moderado
2022,12,2022-12-01,Sudeste,RJ,Niterói,Atropelamento,Tarde,22,13,1,14.9,Muito ruim,36,Grave
2022,12,2022-12-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Madrugada,20,11,1,19.7,Ruim,29,Crítico
2022,12,2022-12-01,Sudeste,RJ,Petrópolis,Colisão,Noite,18,3,0,18.5,Muito ruim,34,Crítico
2022,12,2022-12-01,Sudeste,MG,Belo Horizonte,Capotamento,Madrugada,18,19,0,32.8,Muito ruim,36,Crítico
2022,12,2022-12-01,Sudeste,MG,Uberlândia,Capotamento,Madrugada,25,6,0,26.2,Ruim,37,Crítico
2022,12,2022-12-01,Sudeste,MG,Juiz de Fora,Saída de pista,Madrugada,27,11,2,49.9,Boa,36,Crítico
2022,12,2022-12-01,Sudeste,ES,Vitória,Atropelamento,Noite,17,16,0,24.3,Boa,28,Leve
2022,12,2022-12-01,Sudeste,ES,Vila Velha,Colisão,Tarde,19,14,3,13.6,Boa,31,Moderado
2022,12,2022-12-01,Sudeste,ES,Serra,Colisão,Madrugada,21,15,2,96.3,Muito ruim,25,Grave
2022,12,2022-12-01,Sul,PR,Curitiba,Colisão,Madrugada,12,15,1,20.9,Boa,37,Leve
2022,12,2022-12-01,Sul,PR,Londrina,Saída de pista,Noite,26,6,4,37.4,Moderada,42,Leve
2022,12,2022-12-01,Sul,SC,Florianópolis,Capotamento,Manhã,24,8,1,22.9,Boa,39,Crítico
2022,12,2022-12-01,Sul,SC,Joinville,Colisão,Madrugada,17,12,2,26.9,Boa,31,Crítico
2022,12,2022-12-01,Sul,RS,Porto Alegre,Capotamento,Tarde,21,8,2,27.8,Boa,42,Crítico
2022,12,2022-12-01,Sul,RS,Caxias do Sul,Saída de pista,Madrugada,14,9,0,12.5,Boa,37,Crítico
2023,1,2023-01-01,Norte,AM,Manaus,Capotamento,Tarde,15,9,0,38.8,Muito ruim,29,Moderado
